FacilityName,POINT_X,POINT_Y,Region,District,ActivityHP,ValueID,LabelID,FederalID,SNO,RegionID,ZoneID,DistrictID,LocationID,Month,Year,Value,Level,FACILITYTYPE
Seru Health Center,7.676054,40.189624,Oromiya,Seru Woreda,,70624770,901,0,,4,408,40811,408110021,10,2006,2,0,2
Weybey Health Center,,,Amhara,Wegera Woreda,,67376219,881,0,,3,301,30109,301090030,10,2006,9,0,2
Degaga Health Post,0,0,Oromiya,Arsi Negele Woreda,OPD visits < 5: repeat Male,69173519,166,0,1.1.3,4,417,41703,4170300307,10,2006,0,0,3
Agarfa Health Center,9.5014,37.4734,Oromiya,Agarfa Woreda,,70689852,1196,0,,4,411,41104,411040021,10,2006,6,0,2
Gula Health Center,0,0,Amhara,Dawa Chefa Woreda,,66545791,694,0,,3,310,31001,310010023,10,2006,8,0,2
Gordomoo Health Center,0,0,Oromiya,Didu Woreda,,69484248,789,0,,4,403,40317,403170022,10,2006,6,0,2
Mychew,0,0,Addis Ababa,Gulele Kifle Ketema,,71059317,611,0,,14,0,14104,141040033,10,2006,0,0,2
Mekel Health Center,,,Amhara,Meket Woreda,,67512608,1084,0,,3,303,30304,303040031,10,2006,5,0,2
Deyu Health Post,0,0,Oromiya,Delo Mena Woreda,Number of children under one year of age who have received third dose of pentavalent vaccine,69058962,24,0,1.3.2.1,4,411,41112,4111200309,10,2006,0,0,3
Darbaa Health Center,0,0,Oromiya,Sululta Woreda,,70971688,925,0,,4,423,42305,423050024,10,2006,3,0,2
Ruba lemin Health Post,0,0,Tigray,Tsegede Woreda,,68493383,343,0,,1,105,10503,1050300316,10,2006,6,0,3
Milkeye Health Center,0,0,Oromiya,Daro Lebu Woreda,,69892107,721,0,,4,409,40909,409090024,10,2006,0,0,2
Jaraniyo Health Center,,,Amhara,Dawa Chefa Woreda,,66548062,660,0,,3,310,31001,310010042,10,2006,4,0,2
Chercha Health Center,10.975981,39.409965,Amhara,Dese Zuriya Woreda,,66098776,648,0,,3,304,30409,304090024,10,2006,2,0,2
Aditsegora Health Center,0,0,Tigray,Medebay Zana Woreda,,68461291,308,0,,1,101,10103,101030025,10,2006,1,0,2
Welmera Health Post,0,0,Oromiya,Holeta Woreda,,70202334,843,0,,4,423,42302,4230200300,10,2006,3,0,3
Ansaweha Health Post,0,0,Amhara,Meket Woreda,,65989722,378,0,,3,303,30304,3030400318,10,2006,6,0,3
Keto 7 Health Post,0,0,Oromiya,Dale Wabera Woreda,,69212522,181,0,,4,418,41803,4180300330,10,2006,0,0,3
Weyneye Health Post,,,Amhara,Basona Werana Woreda,Pentavalent (DPT-HepB-Hib) doses given (all ages),65584838,29,0,1.3.10.2(Given),3,305,30519,305190027,10,2006,8,0,3
Kedamit Health Center,0,0,Amhara,Ziquala Woreda,,66467803,701,0,,3,308,30801,308010021,10,2006,2,0,2
Wara jiru Barko Health Post,0,0,Oromiya,Babo Gambel Woreda,,69320076,379,0,,4,401,40111,4011100301,10,2006,8,0,3
Samera Health Center,0,0,Oromiya,Limuna Bilbilo Woreda,,70645501,898,0,,4,408,40818,408180024,10,2006,0,0,2
Dibbahir Health Center,11.594673,37.3826645,Amhara,Debark Zuria Woreda,,67421430,1543,0,,3,301,30122,301220028,10,2006,8,0,2
Ali Arere Health Center,9.6323,38.8362,Oromiya,Jibat Woreda,Births Attended by skilled attendant,68870419,7,0,1.1.5.1,4,405,40518,405180023,10,2006,3,0,2
St Danie_Gute Aba Kena Health Center,0,0,Oromiya,Leqa Dulecha Woreda,,70356518,1166,0,,4,402,40212,402120024,10,2006,2,0,2
Dejiba Health Center,0,0,Amhara,Debre Elias Woreda,,66327823,298,0,,3,306,30608,306080023,10,2006,8,0,2
Agulae Health Center,0,0,Tigray,Klite Awlalo Woreda,,68288066,1480,0,,1,103,10306,103060021,10,2006,3,0,2
D_Yaballo Health Post,0,0,Oromiya,Yabelo Woreda,,69998087,366,0,,4,412,41207,4120700316,10,2006,5,0,3
Tsetsera Health Center,0,0,Tigray,Kola Temben Woreda,,68232966,1510,0,,1,102,10208,102080024,10,2006,9,0,2
Hawisho Health Center,0,0,Oromiya,Sinana Woreda,,69942914,832,0,,4,411,41109,411090024,10,2006,0,0,2
Kuni Health Center,0,0,Amhara,Jabi Tehinan Woreda,,66440073,745,0,,3,307,30709,307090028,10,2006,2,0,2
Liguama Health Center,10.654907,39.15766,Amhara,Kelela Woreda,,66120788,575,0,,3,304,30413,304130022,10,2006,2,0,2
Tikule Health Center,0,0,Tigray,Medebay Zana Woreda,,68208874,1421,0,,1,101,10103,101030021,10,2006,2,0,2
Mukye Haro,0,0,Oromiya,Adama Woreda,,69733926,434,0,,4,407,40703,407030140,10,2006,1,0,3
Kuakua Health Post,0,0,Amhara,Chilga Woreda,OPD visits < 5: repeat Male,65368018,166,0,1.1.3,3,301,30112,3011200309,10,2006,9,0,3
Adi Arkay Health Center,13.443993,38.055973,Amhara,Adi Arkay Woreda,,135830708,1394,0,,3,301,30101,301010021,11,2006,6,0,2
Sekelet Health Center,12.543752,37.307337,Amhara,Bahir Dar Zuriya Woreda,,148093415,410,0,,3,307,30702,307020028,11,2006,6,0,2
Aheyafej Abarbo Health Center,0,0,Amhara,Jama Woreda,< 15 years,375616003,3014,0,1.1.1.1.2.1,3,304,30414,304140025,11,2006,7,0,2
Dayoa Dabaso Health Post,0,0,Oromiya,Hitosa Woreda,Number of children under one year of age who have received first  dose of pentavalent vaccine,395813347,23,0,1.3.1.1,4,408,40807,4080700306,11,2006,3,0,3
Korem Health Center,12.5173475,39.5148209,Tigray,Korem Town Woreda,,86165351,1270,0,,1,104,10410,104100021,11,2006,4,0,2
Injibara Health Center,10.956024,36.922862,Amhara,Injibara Town Woreda,,137672909,1625,0,,3,309,30909,309090021,11,2006,2,0,2
K_Kamale Health Post,0,0,Oromiya,Mulo Woreda,,353296943,848,0,,4,423,42308,4230800305,11,2006,3,0,3
Yonase Lower Clinic,,,Oromiya,Melka Belo Woreda,,355893637,324,0,,4,410,41012,410120030,11,2006,4,0,6
Gonan Bubisa Health Post,0,0,Oromiya,Tole Woreda,Polio doses given (all ages),397219590,30,0,1.3.10.5(Given),4,413,41308,4130800316,11,2006,2,0,3
Tidosh Health Center,0,0,Amhara,Asagirt Woreda,,137038293,856,0,,3,305,30514,305140023,11,2006,5,0,2
Dr Azanaw H Surgery Clinic,,,Amhara,,,148757961,407,0,,3,311,0,311000058,11,2006,7,0,6
Wusha tirs Health Post,0,0,Amhara,Libokemkem Woreda,"Repeat acceptors, by method",374852182,4474,0,1.1.1.2.2,3,302,30202,3020200304,11,2006,2,0,3
Lalisa Sachi Health Post,0,0,Oromiya,Qiltu Kara Woreda,< 15 years,393884538,3014,0,1.1.1.1.2.1,4,401,40105,4010500307,11,2006,8,0,3
Mojjo Health Center,8.592124,39.125635,Oromiya,Mojo Town Woreda,,91466116,358,0,,4,407,40714,407040021,11,2006,3,0,2
Kumamie Health Center,0,0,Afar,Semurobi Woreda,,116840961,323,0,,2,205,20502,205020021,11,2006,1,0,2
Gore Health Center,6.992483,40.472428,Oromiya,Ale Woreda,,340637067,1629,0,,4,403,40311,403110021,11,2006,8,0,2
0-8 Health Post,0,0,Amhara,Menz Gera Midir Woreda,Total number of slides or RDT performed for malaria diagnosis,375852309,3205,0,4.2.5.3.1.7,3,305,30505,3050500314,11,2006,0,0,3
Elala Health Center,0,0,Oromiya,Fentale Woreda,                  : females,395493685,3928,0,4.2.1.10.1.4,4,407,40701,407010028,11,2006,8,0,2
Ido Belina Health Post,0,0,Oromiya,Haromaya Woreda,,92057033,383,0,,4,410,41006,4100600312,11,2006,6,0,3
Gasho Mesk Health Post,0,0,Amhara,Lay Gayint Woreda,,146737180,561,0,,3,302,30205,3020500331,11,2006,9,0,3
Jawis Health Center,0,0,Oromiya,Bilo Bosha Woreda,,339812964,1388,0,,4,402,40205,402050023,11,2006,0,0,2
Gari Health Post,,,Oromiya,Guto Gida Woreda,,354582618,317,0,,4,402,40213,402130029,11,2006,2,0,3
Haro Kersa Health Post,0,0,Oromiya,Bedeno Woreda,Other,396564571,3022,0,1.1.1.2.1.5,4,410,41013,4101300314,11,2006,7,0,3
Goha Health Center,0,0,Amhara,Mekdela Woreda,,136478911,1560,0,,3,304,30401,304010025,11,2006,4,0,2
Cabbi D_Nyata Health Center,0,0,Oromiya,Shashemene Zuria Woreda,,339618969,1246,0,,4,417,41712,417120027,11,2006,7,0,2
Shewa Health Center,,,Beneshangul Gumuz,Sirba Abay Woreda,,368120188,792,0,,6,604,60402,604020022,11,2006,6,0,2
Tedjo Health Center,0,0,Oromiya,Yemalogi Welel Woreda,                                                          : females,397831550,3755,0,4.2.1.5.1.2.18,4,418,41802,418020022,11,2006,5,0,2
Elemo Health Center,0,0,Oromiya,Doranii Woreda,,120879635,1390,0,,4,403,40324,403240021,11,2006,2,0,2
Washera Health Center,0,0,Amhara,Gonge Kolela Woreda,,148344971,628,0,,3,307,30712,307120024,11,2006,10,0,2
Kob Health Center,0,0,Amhara,Bugna Woreda,Number of slides or RDT positive for malaria,375109752,4531,0,4.2.5.3.1,3,303,30301,303010023,11,2006,4,0,2
Karkaresa Health Center,0,0,Oromiya,Adaa Berga Woreda,15-19 years,395155420,3965,0,4.2.1.14.1.2,4,405,40513,405130024,11,2006,2,0,2
Elu Medium Clinic,,,Oromiya,Elu Gelan Woreda,,91193345,726,0,,4,405,40521,405210024,11,2006,1,0,6
Dezgi Health Center,0,0,Amhara,Takusa Woreda,,136006821,876,0,,3,301,30121,301210024,11,2006,2,0,2
Asendabo Health Center,7.762087,37.232677,Oromiya,Nonno Sale Woreda,,340695318,909,0,,4,403,40313,403130022,11,2006,6,0,2
Dange Health Post,0,0,Oromiya,Haro Limu Woreda,,354084403,746,0,,4,402,40220,4022000300,11,2006,10,0,3
Wale Yaka Health Post,0,0,Oromiya,Sebeta Hawas Woreda,Number of deaths in the first 24 hrs of life /institutional/,398215580,16,0,1.3.11.1,4,423,42310,4231000313,11,2006,1,0,3
Dalatti Rimmetti Health Post,0,0,Oromiya,Yaya Gulele Woreda,,91382876,285,0,,4,406,40614,4061400307,11,2006,5,0,3
Betel Medium Clinic,,,Amhara,,,138085394,1606,0,,3,314,0,314000056,11,2006,5,0,6
Chelbessa Health Center,0,0,Oromiya,Gelana Woreda,,339799116,1326,0,,4,412,41217,412170023,11,2006,7,0,2
T_Ferda Health Post,0,0,Oromiya,Raytu Woreda,,355123571,397,0,,4,411,41117,4111700305,11,2006,4,0,3
Gara Mulata District Hospital,0,0,Oromiya,,Number of post abortion/emergency care,396592813,4477,0,1.1.9.2,4,410,0,410160011,11,2006,9,0,1
Giraram Health Center,0,0,Amhara,Gozamin Woreda,,137288269,1220,0,,3,306,30610,306100026,11,2006,2,0,2
Lencha Guracha Health Post,0,0,Oromiya,Jimma Rare Woreda,,353365580,293,0,,4,419,41907,4190700315,11,2006,10,0,3
Q_Gassii Health Post,0,0,Oromiya,Meko Woreda,,354775594,293,0,,4,403,40318,4031800305,11,2006,6,0,3
Faya Clinic,,,Oromiya,Shala Woreda,20 - 24 years,397562164,3016,0,1.1.1.1.2.3,4,417,41702,417020038,11,2006,3,0,6
Harawa Anole Health Center,0,0,Oromiya,Berbere Woreda,,121917253,983,0,,4,411,41114,411140022,11,2006,7,0,2
Welela Bahirh Health Center,0,0,Amhara,Lay Gayint Woreda,,146724315,689,0,,3,302,30205,302050027,11,2006,3,0,2
Ayna Mikael Health Post,0,0,Amhara,Bugna Woreda,Number of children under one year of age who have received first dose of Polio vaccine,375113155,3056,0,1.3.9.2,3,303,30301,3030100302,11,2006,3,0,3
Alife Lilo Health Center,8.54,38.9005,Oromiya,Dabo Hana Woreda,Labour and delivery (L&D),394592726,3047,0,1.2.2.2,4,403,40325,403250022,11,2006,5,0,2
Bikilla Health Center,0,0,Oromiya,Gimbi Woreda,,90405904,543,0,,4,401,40103,401030023,11,2006,1,0,2
Keteb Health Center,0,0,Amhara,Moretna Juru Woreda,,136952036,940,0,,3,305,30504,305040024,11,2006,10,0,2
Alemgana Health Center,7.7244,38.6422,Oromiya,Hidabu Abote Woreda,,338847274,878,0,,4,406,40603,406030024,11,2006,7,0,2
Debreguba Health Center,0,0,Amhara,Hulet Eju Enese Woreda,                  : Females Non-pregnant,376139712,3917,0,4.2.1.9.1.2.8,3,306,30602,306020026,11,2006,1,0,2
Hreerree Health Center,0,0,Oromiya,Hawa Gelan Woreda,25-49years : males,397815757,3668,0,4.2.1.1.2.2.13,4,418,41801,418010025,11,2006,0,0,2
Adwa Hospital,14.195561,38.883662,Tigray,,,85633060,1140,0,,1,0,0,10004,11,2006,9,0,1
Tuaif Primary Clinic,,,Amhara,Kombolcha Town Woreda,,147425450,420,0,,3,304,30417,304170040,11,2006,6,0,6
Fital Health Center,9.622819,38.640214,Oromiya,Yaya Gulele Woreda,,339044840,1458,0,,4,406,40614,406140021,11,2006,5,0,2
W_B_Migna Health Post,0,0,Oromiya,Wayu Tuka Woreda,,354252791,814,0,,4,402,40206,4020600301,11,2006,6,0,3
Sarajji Bochessa Health Post,0,0,Oromiya,Uraga Woreda,Early first postnatal care attendances 49-72 hrs ( 2- 3 days),397302106,3032,0,1.1.7.2,4,414,41401,4140100311,11,2006,6,0,3
Ali Health Center,8.7959,38.8974,Oromiya,Agarfa Woreda,,92229407,606,0,,4,411,41104,411040022,11,2006,4,0,2
Guameda Health Center,0,0,Amhara,Sayint Woreda,,147328161,378,0,,3,304,30411,304110022,11,2006,6,0,2
Wukro 2 Health Center,13.7831384,39.5952523,Tigray,Wekero Town Woreda,Ergometrine Maleate Tablets,239943382,148,0, ,1,103,10309,103090022,11,2006,0,0,2
Tuka Health Post,0,0,Oromiya,Ejerie Woreda,,355533395,347,0,,4,405,40511,4051100312,11,2006,10,0,3
Saris Health Center,8.95,38.76,Addis Ababa,Akaki Kality Kifle Ketema,,412866546,1442,0,,14,0,14101,141010023,11,2006,7,0,2
Maichew 2   Health Center,0,0,Tigray,Maychew Town Woreda,,85485390,699,0,,1,104,10409,104090022,11,2006,7,0,2
Yanfa Health Center,0,0,Oromiya,Boricha Woreda,,340594889,909,0,,4,403,40307,403070021,11,2006,8,0,2
ZonePlice Clinic,,,Amhara,Debrebrehan Town Woreda, Age: 25-59 Months,376067937,3059,0,2.2.1.2,3,305,30520,305200034,11,2006,0,0,4
Gutin Health Center,0,0,Oromiya,Gida Ayana Woreda,Number of HIV-positive women who get pregnant while on ART and linked to ANC,394286986,4481,0,C1.1.2.3,4,402,40219,402190022,11,2006,0,0,2
Lalokille Health Center,8.915162,35.354855,Oromiya,Lalo Qile Woreda,,92872535,343,0,,4,418,41811,418110021,11,2006,9,0,2
Deromamey Health Center,0,0,Amhara,Dabat Woreda,,146333827,370,0,,3,301,30105,301050023,11,2006,9,0,2
Yabelo Health Center,4.892113,38.089189,Oromiya,Yabello Woreda,,339963261,877,0,,4,412,41221,412210021,11,2006,1,0,2
Liben Dankura Health Post,0,0,Amhara,Semen Achefer Woreda,                : females,376444069,3200,0,4.2.5.3.1.2,3,307,30701,3070100304,11,2006,6,0,3
Yabitu Koba Health Post,0,0,Oromiya,Uraga Woreda,Injectables,397306713,3019,0,1.1.1.2.1.2,4,414,41401,4140100324,11,2006,0,0,3
Agamsa Bala Health Center,9.79,37.4165,Oromiya,Qiltu Kara Woreda,,120455853,1624,0,,4,401,40105,401050022,12,2006,6,0,2
Alember Health Center,11.907588,37.877365,Amhara,Fogera Woreda,,146649466,584,0,,3,302,30203,302030021,12,2006,10,0,2
SOS,,,Oromiya,,,339733019,1224,0,,4,420,0,420000025,12,2006,9,0,4
Ethio Medium Clinic,,,Amhara,Woldia Town Woreda,Number of children under one year of age who have received first  dose of pentavalent vaccine,375295237,23,0,1.3.1.1,3,303,30309,303090026,12,2006,1,0,6
Haro Kamise Health Center,0,0,Oromiya,Bedele Zuria Woreda,                  : females,394552730,3615,0,4.2.1.1.1.1.4,4,403,40322,403220023,12,2006,5,0,2
Sanka Health Center,11.895467,39.45419,Amhara,Gubalafto Woreda,,136322323,1370,0,,3,303,30307,303070022,12,2006,1,0,2
Diviko HP,,,Amhara,Metema Woreda,,146477016,312,0,,3,301,30113,301130026,12,2006,1,0,3
Gudina Health Post,0,0,Oromiya,Leqa Dulecha Woreda,,354571150,301,0,,4,402,40212,4021200304,12,2006,10,0,3
Misira Health Center,0,0,Oromiya,Goba Woreda,Gentamycine,396755483,3211,0, ,4,411,41110,411100023,12,2006,8,0,2
Jeda Health Center,0,0,Oromiya,Bele Gasgar Woreda,,121478091,867,0,,4,408,40823,408230022,12,2006,7,0,2
Hinne Health Post,0,0,Oromiya,Jimma Arjo Woreda,,90689097,544,0,,4,402,40214,4021400305,12,2006,2,0,3
Kalkalcha Health Center,0,0,Oromiya,Seweyna Woreda,,340379414,969,0,,4,411,41118,411180024,12,2006,6,0,2
Andi Kiltu Jafe Health Post,0,0,Oromiya,Qondala Woreda,,354078468,835,0,,4,401,40109,4010900302,12,2006,3,0,3
Shimal Tokke Health Center,0,0,Oromiya,Babo Gambel Woreda,OTHER                                : males,393960846,4428,0,4.2.1.2.1.15,4,401,40111,401110022,12,2006,7,0,2
Aseko Health Center,9.2388,41.8281,Oromiya,Aseko Woreda,,121345070,1393,0,,4,408,40802,408020021,12,2006,8,0,2
zuna Health Post,0,0,Amhara,Sekota Woreda,,148407996,395,0,,3,308,30802,3080200308,12,2006,2,0,3
Guangua Health Center,0,0,Oromiya,Abaya Woreda,,339890780,1126,0,,4,412,41213,412130021,12,2006,1,0,2
Bila Health Center,0,0,Amhara,Tenta Woreda,Arthemisin / Lumphantrine,375394820,142,0, ,3,304,30402,304020025,12,2006,2,0,2
Alle Huwwa Health Post,0,0,Oromiya,Lalo Asabi Woreda,Arthemisin / Lumphantrine,393878074,142,0, ,4,401,40104,4010400332,12,2006,3,0,3
Awbarw Health Center,0,0,Oromiya,Gursum Woreda,,121589706,1497,0,,4,410,41003,410030027,12,2006,8,0,2
Arerti Health Center,0,0,Amhara,Minjar Woreda,,147679570,549,0,,3,305,30518,305180023,12,2006,6,0,2
Soka Health Center,9.170103,41.440882,Oromiya,Deder Woreda,,340469770,1264,0,,4,410,41011,410110021,12,2006,5,0,2
Lencho Health Post,0,0,Amhara,Wogidi Woreda,Number of children under one year of age who have received first dose of Rotavirus  vaccine,375667384,3004,0,1.3.5.1,3,304,30416,3041600329,12,2006,3,0,3
Abeyi Health Post,0,0,Oromiya,Nono Benj Woreda,                : females,394937613,3200,0,4.2.5.3.1.2,4,404,40418,4041800307,12,2006,8,0,3
Tsaedalaka Health Center,0,0,Tigray,Medebay Zana Woreda,,85739677,997,0,,1,101,10103,101030026,12,2006,8,0,2
Melka Jebdu Health Center,,,Dire Dawa,Melkajebdu Operational Woreda Health Office,,197060380,1253,0,,15,0,150106,1501060021,12,2006,0,0,2
Mintasinot Small Clinic,,,Oromiya,Ale Woreda,,354891378,529,0,,4,403,40311,403110046,12,2006,1,0,6
Chiltu Health Center,0,0,Oromiya,Wonchi Woreda,Number of women that gave   birth by caesarean section,397115882,14,0,1.1.8.1,4,413,41302,413020021,12,2006,5,0,2
Giraram Health Center,0,0,Amhara,Gozamin Woreda,,137289175,1459,0,,3,306,30610,306100026,12,2006,8,0,2
Dereba Health Center,8.883333,36.866667,Amhara,Legambo Woreda,,147312949,302,0,,3,304,30410,304100029,12,2006,4,0,2
Galana Mexxari Health Post,0,0,Oromiya,Bule Hora Woreda,,354271663,370,0,,4,412,41206,4120600333,12,2006,6,0,3
Gale Health Post,0,0,Oromiya,Dire Woreda,"Number of live-born babies with birth weight less than 2,500 g",396999404,19,0,2.1.1,4,412,41211,4121100312,12,2006,9,0,3
Keyt Health Center,9.725459,39.661383,Amhara,Basona Werana Woreda,,137080715,940,0,,3,305,30519,305190022,12,2006,0,0,2
Negash Health Center,0,0,Tigray,Klite Awlalo Woreda,,86073844,1113,0,,1,103,10306,103060023,12,2006,2,0,2
Mariam sagla Health Post,0,0,Tigray,Kafta Humera Woreda,Number of maternal deaths on the way to health facility,240053570,3041,0,1.1.11.2,1,105,10501,1050100323,12,2006,2,0,3
Wekfele Health Post,0,0,Amhara,Kewet Woreda,Medroxyprogesterone (depo) Injection,375941146,147,0, ,3,305,30512,3051200306,12,2006,4,0,3
Geba Robi Health Center,0,0,Oromiya,Hawa Gelan Woreda,                            : females,397811487,3862,0,4.2.1.4.2.16,4,418,41801,418010021,12,2006,8,0,2
Tulta Health Center,0,0,Amhara,Ankasha Guagusa Woreda,,137575772,995,0,,3,309,30903,309030023,12,2006,8,0,2
Estie Health Center,11.605828,38.055968,Amhara,Misrak Este Woreda,,146792629,431,0,,3,302,30208,302080024,12,2006,3,0,2
Limu  Kara Health Post,0,0,Oromiya,Enkelo Wabe Woreda,,353583525,287,0,,4,408,40824,4082400300,12,2006,4,0,3
Engidba Health Post,,,Amhara,Chilga Woreda,OPD visits > = 15: new Male,374626338,172,0,1.1.9,3,301,30112,301120050,12,2006,9,0,3
EDGET YARN AND SEWING THRED SHARE COMPANY,0,0,Addis Ababa,Nefas Silk Lafto Kefle Ketema,,413657967,405,0,,14,0,14102,141020044,12,2006,2,0,4
Guntar Health Center,0,0,Oromiya,Toke Kutaye Woreda,,91157517,560,0,,4,405,40517,405170022,12,2006,7,0,2
Bodda Health Center,0,0,Oromiya,Dendi Woreda,,340766204,910,0,,4,405,40510,405100023,12,2006,8,0,2
Teneg Health Post,0,0,Amhara,Wogidi Woreda,Expected number of 1 to 5 networks,375667178,3207,0,2.2,3,304,30416,3041600328,12,2006,3,0,3
Jara Health Post,,,Oromiya,Gololcha Woreda,TT doses given,396689874,32,0,1.3.10.7(Given),4,408,41105,411050026,12,2006,4,0,3
ABNET MEDIUM CLINIC,,,Oromiya,Sululta Woreda,,122482661,999,0,,4,423,42305,423050026,12,2006,1,0,6
Humera Health Center,14.2803881,36.6174902,Tigray,Humera Town Woreda,Total Number of children screened for malnutrition,240085965,3064,0,2.3.1,1,105,10504,105040021,12,2006,4,0,2
Barakat Health Post,0,0,Oromiya,Gololcha Woreda,,355073081,356,0,,4,411,41105,4110500308,12,2006,4,0,3
Gora Herkiso Health Center,0,0,Oromiya,Sebeta Hawas Woreda,Number of children under one year of age who have received first dose of Rotavirus  vaccine,398209411,3004,0,1.3.5.1,4,423,42310,423100026,12,2006,1,0,2
Kidist Mariam Medium Clinic,,,Amhara,Dangla Town Woreda,,137663816,1096,0,,3,309,30908,309080022,12,2006,5,0,6
Shelel Health Center,0,0,Amhara,Machakel Woreda,,147928067,578,0,,3,306,30609,306090024,12,2006,8,0,2
Elshaday Small Clinic,,,Oromiya,Ale Woreda,,340659496,1467,0,,4,403,40311,403110038,12,2006,3,0,6
Beles Health Center,0,0,Amhara,Debark Zuria Woreda,                  : females,374774167,3619,0,4.2.1.1.1.1.8,3,301,30122,301220021,12,2006,2,0,2
Hades Health Center,0,0,Oromiya,Doba Woreda,OPD visits < 5: new Male,396083124,164,0,1.1.1,4,409,40902,409020025,12,2006,3,0,2
Metema Hospital,12.770101,36.408988,Amhara,,,135828486,1282,0,,3,301,0,301000013,12,2006,2,0,1
Kalay Sholit Health Center,0,0,Amhara,Misrak Belesa Woreda,,146533314,842,0,,3,301,30117,301170023,12,2006,7,0,2
Buluki Health Post,0,0,Oromiya,Arena Buluq Woreda,,355226595,368,0,,4,411,41111,4111100310,12,2006,8,0,3
Selewa,,,Amhara,Beyeda Woreda,Implants,374438104,3020,0,1.1.1.2.1.3,3,301,30102,301020037,12,2006,6,0,3
Hachio Horde Health Post,0,0,Oromiya,Begi Woreda,Number of children under one year of age who have received third dose of pentavalent vaccine,394041624,24,0,1.3.2.1,4,401,40116,4011600338,12,2006,4,0,3
Agulae Health Center,0,0,Tigray,Klite Awlalo Woreda,,86064996,1005,0,,1,103,10306,103060021,12,2006,6,0,2
Gonay Emba Health Post,0,0,Tigray,Medebay Zana Woreda,< 5 years : males,240241757,3199,0,4.2.5.3.1.1,1,101,10103,1010300305,12,2006,5,0,3
Ligaba Health Center,0,0,Oromiya,Lode Hetosa Woreda,,353885507,832,0,,4,408,40821,408210023,12,2006,9,0,2
Bero Health Center,0,0,Oromiya,Guduru Woreda,                  : females,397999729,3650,0,4.2.1.1.2.1.12,4,419,41903,419030023,12,2006,2,0,2
Tsetsera Health Center,0,0,Tigray,Kola Temben Woreda,,85268517,576,0,,1,102,10208,102080024,12,2006,2,0,2
Wad Health Center,10.524676,37.343402,Amhara,Dembecha Woreda,,148256077,496,0,,3,307,30708,307080022,12,2006,7,0,2
Tulu Lencha Health Post,0,0,Oromiya,Gida Ayana Woreda,,354006013,438,0,,4,402,40219,4021900310,12,2006,3,0,3
Aleko Kera Health Post,0,0,Oromiya,Deksis Woreda, Age: 0-24 Months,396029052,3058,0,2.2.1.1,4,408,40822,4082200301,12,2006,3,0,3
Aheyafej Abarbo Health Center,0,0,Amhara,Jama Woreda,,136731516,1277,0,,3,304,30414,304140025,12,2006,4,0,2
Kaso Manso Health Center,0,0,Oromiya,Agarfa Woreda,,92233485,415,0,,4,411,41104,411040025,12,2006,8,0,2
Qare Dubi Health Center,0,0,Oromiya,Ginde Beret Woreda,,340745823,1381,0,,4,405,40501,405010023,12,2006,0,0,2
